ID,X,Y,Request.time,Types,Membership,lower,upper
1,1326.98,756.33,0,depot,0,0,1600
2,139.81,1318.42,0,depot,0,0,1600
3,1096.25,318.74,1831.06,customer,1,0,1600
4,1069.03,340.2,0,customer,1,0,1600
5,1060.48,300.2,3369.69,customer,1,0,1600
6,1045.45,300.6,4514.28,customer,1,0,1600
7,1076.68,264.19,1043.34,customer,1,0,1600
8,1072.46,299.72,3944.62,customer,1,0,1600
9,1081.46,297.3,0,customer,1,0,1600
10,1057.24,266.19,1547.37,customer,1,0,1600
11,1101.01,287.08,991.33,customer,1,0,1600
12,1096.28,253.86,0,customer,1,0,1600
13,1111.78,272.01,4583.09,customer,1,0,1600
14,1066.19,309.29,5676.12,customer,1,0,1600
15,1076.72,279.1,728.17,customer,1,0,1600
16,1024.92,294.2,0,customer,1,0,1600
17,1054.16,234.57,4955.88,customer,1,0,1600
18,1063.58,301.49,4855.82,customer,1,0,1600
19,1059.05,292.83,2726.12,customer,1,0,1600
20,1079.5,258.57,3456.78,customer,1,0,1600
21,1096.72,291.89,6005.03,customer,1,0,1600
22,1127.02,317.86,133.96,customer,1,0,1600
23,1108.18,287.55,5547.01,customer,1,0,1600
24,1060.44,302.14,5822.05,customer,1,0,1600
25,1075.64,264.89,0,customer,1,0,1600
26,1090.02,305.21,3745.64,customer,1,0,1600
27,1079.23,292.77,3365.37,customer,1,0,1600
28,1057.85,274.75,4307.56,customer,1,0,1600
29,1052.62,246.68,1562.36,customer,1,0,1600
30,1109.75,314.45,0,customer,1,0,1600
31,1052.79,290.89,0,customer,1,0,1600
32,1065.77,288.22,1396.86,customer,1,0,1600
33,1067.18,307.03,0,customer,1,0,1600
34,1068.5,298.92,4056.64,customer,1,0,1600
35,1086.39,302.66,358.07,customer,1,0,1600
36,1069.34,301.45,4564.1,customer,1,0,1600
37,1024.25,283.37,0,customer,1,0,1600
38,1101.2,299.53,0,customer,1,0,1600
39,1100.32,286.92,196.28,customer,1,0,1600
40,1051.59,274.73,0,customer,1,0,1600
41,1072.68,267.24,3449.4,customer,1,0,1600
42,1095.45,298.78,451.11,customer,1,0,1600
43,1065.04,318.27,0,customer,1,0,1600
44,1076.47,287.49,3931.78,customer,1,0,1600
45,1037.47,265.95,3601.9,customer,1,0,1600
46,1061.41,284.68,528.63,customer,1,0,1600
47,1076.43,268.34,2275.37,customer,1,0,1600
48,1038.39,279.34,2590.33,customer,1,0,1600
49,1099.88,279.52,1158.32,customer,1,0,1600
50,1075.32,291.52,1182.75,customer,1,0,1600
51,1058.04,273.22,4188.07,customer,1,0,1600
52,1057.92,270.67,1410.96,customer,1,0,1600
53,1088.73,293.04,0,customer,1,0,1600
54,1074.58,291.9,816.41,customer,1,0,1600
55,1067.04,297.19,5505.07,customer,1,0,1600
56,1073.31,285.17,0,customer,1,0,1600
57,1095.52,313.64,4240.82,customer,1,0,1600
58,1065.62,293.82,0,customer,1,0,1600
59,1071.04,302.58,2972.7,customer,1,0,1600
60,1092.49,271.55,4236.65,customer,1,0,1600
61,1065.64,264.44,5047.06,customer,1,0,1600
62,1062.26,299.27,0,customer,1,0,1600
63,1067.02,274.51,3985.98,customer,1,0,1600
64,1071.54,283.21,2299.2,customer,1,0,1600
